images_list,label
d:\deepfakes_video_classification\train_face\video_430\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_430\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_403\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_314\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_716\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_704\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_604\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_738\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_743\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_389\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_804\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_206\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_585\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_733\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_722\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_661\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_321\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_2\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_13.jpg,image
